"#CSV Embroidery File"
"#Created in Embird 2022 Build 10.66 (32-bit) on 19.02.2022 at 10:33:16
"#© 1997-2022 BALARAD, s.r.o.
"#https://www.embird.net
"#embird@embird.net
"#Notes: Can be read by Excel as CSV (Comma Separated Value) or text editor."
"#Lines beginning with # are comments."
"#Lines beginning with > are variables: >VARIABLE, VALUE"
"#Lines beginning with $ are colors: $Number, RED, GREEN, BLUE, Description, Catalog number"
"#Lines beginning with * are stitchlist entries: *STITCH, x, y, rel x, rel y, l, a, da"
"#  *STITCH means needle goes in, *JUMP means needle move only, *COLOR means stop for color change"
"#  x and y are absolute locations in mm; rel x, rel y are relative locations;"
"#  If absolute values are blank, relative values are used, otherwise relatives are ignored on read."
"#  (This is useful if editing by hand, move a piece of pattern by move first stitch and delete absolute values for the rest.)"
"#  l is stitch length, a is angle into node, da is angle out - angle in;"
"#  -999 means not-applicable.  These three parameters are ignored during read."
#
#>VAR_NAME,VAR_VALUE
">design_name","Untitled        "
">file_name","C:\users\rob\My Documents\embroidermodder\samples\shamrockin.csv"
">AX","+    0"
">AY","+    0"
">MX","+    0"
">MY","+    0"
">PD","******"
">Stitch_Count","1480"
">Color_Count","0"
">Extents","-25.000000,24.900000,-24.700000,24.600000"
#
#$COLOR,RED,GREEN,BLUE,DESCRIPTION,CATALOG_NUMBER
$0,0,255,0,"Mint Green","Brother Embroidery 502"
#
*STITCH,-9.800000,-16.400000,0.600000,-2.600000,2.668333,-77.005379,184.750046
*STITCH,-10.600000,-13.900000,-0.800000,2.500000,2.624881,107.744667,-186.859146
*STITCH,-10.100000,-16.500000,0.500000,-2.600000,2.647640,-79.114479,186.859146
*STITCH,-10.900000,-14.000000,-0.800000,2.500000,2.624881,107.744667,-189.317719
*STITCH,-10.500000,-16.700000,0.400000,-2.700000,2.729469,-81.573044,184.567657
*STITCH,-11.100000,-14.100000,-0.600000,2.600000,2.668333,102.994614,-186.654434
*STITCH,-10.800000,-16.800000,0.300000,-2.700000,2.716615,-83.659821,186.654434
*STITCH,-11.400000,-14.200000,-0.600000,2.600000,2.668333,102.994614,-186.654434
*STITCH,-11.100000,-16.900000,0.300000,-2.700000,2.716615,-83.659821,186.654434
*STITCH,-11.700000,-14.300000,-0.600000,2.600000,2.668333,102.994614,-188.758209
*STITCH,-11.500000,-17.000000,0.200000,-2.700000,2.707397,-85.763603,184.509766
*STITCH,-11.900000,-14.400000,-0.400000,2.600000,2.630589,98.746162,-186.543549
*STITCH,-11.800000,-17.000000,0.100000,-2.600000,2.601922,-87.797379,186.543549
*STITCH,-12.200000,-14.400000,-0.400000,2.600000,2.630589,98.746162,-186.625031
*STITCH,-12.100000,-17.100000,0.100000,-2.700000,2.701851,-87.878876,186.625031
*STITCH,-12.500000,-14.500000,-0.400000,2.600000,2.630589,98.746162,-188.746155
*STITCH,-12.500000,-17.200000,0.000000,-2.700000,2.700000,-90.000000,186.581940
*STITCH,-12.800000,-14.600000,-0.300000,2.600000,2.617250,96.581940,-186.581940
*STITCH,-12.800000,-17.200000,0.000000,-2.600000,2.600000,-90.000000,186.581940
*STITCH,-13.100000,-14.600000,-0.300000,2.600000,2.617250,96.581940,-188.703064
*STITCH,-13.200000,-17.300000,-0.100000,-2.700000,2.701851,-92.121132,186.519836
*STITCH,-13.400000,-14.700000,-0.200000,2.600000,2.607681,94.398705,-186.519836
*STITCH,-13.500000,-17.400000,-0.100000,-2.700000,2.701851,-92.121132,186.519836
*STITCH,-13.700000,-14.800000,-0.200000,2.600000,2.607681,94.398705,-188.797394
*STITCH,-13.900000,-17.400000,-0.200000,-2.600000,2.607681,-94.398682,186.601288
*STITCH,-14.000000,-14.800000,-0.100000,2.600000,2.601922,92.202599,-188.784546
*STITCH,-14.300000,-17.400000,-0.300000,-2.600000,2.617250,-96.581940,186.581940
*STITCH,-14.300000,-14.800000,0.000000,2.600000,2.600000,90.000000,-186.340179
*STITCH,-14.600000,-17.500000,-0.300000,-2.700000,2.716615,-96.340179,188.461273
*STITCH,-14.700000,-14.800000,-0.100000,2.700000,2.701851,92.121094,-188.461273
*STITCH,-15.000000,-17.500000,-0.300000,-2.700000,2.716615,-96.340179,186.340179
*STITCH,-15.000000,-14.900000,0.000000,2.600000,2.600000,90.000000,-188.746155
*STITCH,-15.400000,-17.500000,-0.400000,-2.600000,2.630589,-98.746162,186.543564
*STITCH,-15.300000,-14.900000,0.100000,2.600000,2.601922,87.797401,-188.288879
*STITCH,-15.800000,-17.600000,-0.500000,-2.700000,2.745906,-100.491478,188.370377
*STITCH,-15.700000,-14.900000,0.100000,2.700000,2.701851,87.878899,-188.370377
*STITCH,-16.200000,-17.600000,-0.500000,-2.700000,2.745906,-100.491478,186.255081
*STITCH,-16.000000,-14.900000,0.200000,2.700000,2.707397,85.763603,-186.255081
*STITCH,-16.500000,-17.600000,-0.500000,-2.700000,2.745906,-100.491478,186.255081
*STITCH,-16.300000,-14.900000,0.200000,2.700000,2.707397,85.763603,-188.758224
*STITCH,-16.900000,-17.500000,-0.600000,-2.600000,2.668333,-102.994621,184.248459
*STITCH,-16.500000,-14.900000,0.400000,2.600000,2.630589,81.253838,-186.322327
*STITCH,-17.200000,-17.500000,-0.700000,-2.600000,2.692582,-105.068481,184.182953
*STITCH,-16.700000,-14.900000,0.500000,2.600000,2.647640,79.114471,-188.913330
*STITCH,-17.600000,-17.400000,-0.900000,-2.500000,2.657066,-109.798866,186.303131
*STITCH,-17.000000,-14.900000,0.600000,2.500000,2.570992,76.504265,-188.305664
*STITCH,-18.000000,-17.400000,-1.000000,-2.500000,2.692582,-111.801407,184.056732
*STITCH,-17.200000,-14.900000,0.800000,2.500000,2.624881,72.255325,-186.004822
*STITCH,-18.300000,-17.400000,-1.100000,-2.500000,2.731300,-113.749489,186.646759
*STITCH,-17.500000,-14.800000,0.800000,2.600000,2.720294,72.897270,-189.462311
*STITCH,-18.700000,-17.200000,-1.200000,-2.400000,2.683282,-116.565048,184.763641
*STITCH,-17.700000,-14.700000,1.000000,2.500000,2.692582,68.198593,-186.641510
*STITCH,-19.000000,-17.100000,-1.300000,-2.400000,2.729469,-118.442924,185.823059
*STITCH,-18.000000,-14.700000,1.000000,2.400000,2.600000,67.380135,-186.856018
*STITCH,-19.300000,-17.000000,-1.300000,-2.300000,2.641969,-119.475883,186.856018
*STITCH,-18.300000,-14.600000,1.000000,2.400000,2.600000,67.380135,-189.851318
*STITCH,-19.700000,-16.800000,-1.400000,-2.200000,2.607681,-122.471191,184.918381
*STITCH,-18.500000,-14.500000,1.200000,2.300000,2.594224,62.447189,-186.734070
*STITCH,-20.000000,-16.700000,-1.500000,-2.200000,2.662705,-124.286873,186.734070
*STITCH,-18.800000,-14.400000,1.200000,2.300000,2.594224,62.447189,-186.734070
*STITCH,-20.300000,-16.600000,-1.500000,-2.200000,2.662705,-124.286873,186.734070
*STITCH,-19.100000,-14.300000,1.200000,2.300000,2.594224,62.447189,-187.984863
*STITCH,-20.600000,-16.400000,-1.500000,-2.100000,2.580698,-125.537674,186.061783
*STITCH,-19.300000,-14.100000,1.300000,2.300000,2.641969,60.524109,-190.888657
*STITCH,-21.000000,-16.100000,-1.700000,-2.000000,2.624881,-130.364548,184.826874
*STITCH,-19.500000,-14.000000,1.500000,2.100000,2.580698,54.462322,-187.914169
*STITCH,-21.300000,-15.900000,-1.800000,-1.900000,2.617250,-133.451843,186.147888
*STITCH,-19.700000,-13.800000,1.600000,2.100000,2.640076,52.696049,-187.696045
*STITCH,-21.600000,-15.700000,-1.900000,-1.900000,2.687006,-135.000000,184.635468
*STITCH,-19.900000,-13.700000,1.700000,2.000000,2.624881,49.635464,-187.648254
*STITCH,-21.900000,-15.500000,-2.000000,-1.800000,2.690725,-138.012787,184.560944
*STITCH,-20.100000,-13.600000,1.800000,1.900000,2.617250,46.548157,-187.557159
*STITCH,-22.200000,-15.300000,-2.100000,-1.700000,2.701851,-141.009003,186.009003
*STITCH,-20.300000,-13.400000,1.900000,1.900000,2.687006,45.000000,-187.696060
*STITCH,-22.400000,-15.000000,-2.100000,-1.600000,2.640076,-142.696060,186.147903
*STITCH,-20.500000,-13.200000,1.900000,1.800000,2.617250,43.451843,-189.164963
*STITCH,-22.700000,-14.700000,-2.200000,-1.500000,2.662705,-145.713120,183.017059
*STITCH,-20.600000,-13.100000,2.100000,1.600000,2.640076,37.303947,-185.975250
*STITCH,-22.900000,-14.500000,-2.300000,-1.400000,2.692582,-148.671310,185.975250
*STITCH,-20.800000,-12.900000,2.100000,1.600000,2.640076,37.303947,-187.828064
*STITCH,-23.100000,-14.200000,-2.300000,-1.300000,2.641969,-150.524109,184.810989
*STITCH,-20.900000,-12.700000,2.200000,1.500000,2.662705,34.286877,-185.843964
*STITCH,-23.300000,-14.000000,-2.400000,-1.300000,2.729469,-151.557083,184.028275
*STITCH,-21.100000,-12.600000,2.200000,1.400000,2.607681,32.471191,-188.721695
*STITCH,-23.600000,-13.700000,-2.500000,-1.100000,2.731300,-156.250504,185.726395
*STITCH,-21.300000,-12.400000,2.300000,1.300000,2.641969,29.475885,-186.856033
*STITCH,-23.700000,-13.400000,-2.400000,-1.000000,2.600000,-157.380142,184.932953
*STITCH,-21.400000,-12.200000,2.300000,1.200000,2.594224,27.552813,-189.808136
*STITCH,-23.900000,-13.000000,-2.500000,-0.800000,2.624881,-162.255325,186.878891
*STITCH,-21.500000,-11.900000,2.400000,1.100000,2.640076,24.623562,-187.520828
*STITCH,-24.100000,-12.700000,-2.600000,-0.800000,2.720294,-162.897263,185.517120
*STITCH,-21.700000,-11.700000,2.400000,1.000000,2.600000,22.619865,-186.977631
*STITCH,-24.200000,-12.400000,-2.500000,-0.700000,2.596151,-164.357758,186.977631
*STITCH,-21.800000,-11.400000,2.400000,1.000000,2.600000,22.619865,-189.625244
*STITCH,-24.400000,-12.000000,-2.600000,-0.600000,2.668333,-167.005386,184.750061
*STITCH,-21.900000,-11.200000,2.500000,0.800000,2.624881,17.744675,-187.253189
*STITCH,-24.600000,-11.700000,-2.700000,-0.500000,2.745906,-169.508514,185.150757
*STITCH,-22.100000,-11.000000,2.500000,0.700000,2.596151,15.642244,-186.551956
*STITCH,-24.600000,-11.400000,-2.500000,-0.400000,2.531798,-170.909714,186.551956
*STITCH,-22.100000,-10.700000,2.500000,0.700000,2.596151,15.642244,-189.060287
*STITCH,-24.700000,-11.000000,-2.600000,-0.300000,2.617250,-173.418045,184.727982
*STITCH,-22.200000,-10.500000,2.500000,0.500000,2.549510,11.309938,-189.107346
*STITCH,-24.800000,-10.600000,-2.600000,-0.100000,2.601922,-177.797409,186.543579
*STITCH,-22.200000,-10.200000,2.600000,0.400000,2.630589,8.746163,-186.625076
*STITCH,-24.900000,-10.300000,-2.700000,-0.100000,2.701851,-177.878906,184.460846
*STITCH,-22.300000,-10.000000,2.600000,0.300000,2.617250,6.581940,171.296936
*STITCH,-25.000000,-9.900000,-2.700000,0.100000,2.701851,177.878876,-173.480194
*STITCH,-22.400000,-9.700000,2.600000,0.200000,2.607681,4.398686,173.398697
*STITCH,-25.000000,-9.600000,-2.600000,0.100000,2.601922,177.797379,-173.398697
*STITCH,-22.400000,-9.400000,2.600000,0.200000,2.607681,4.398686,171.202621
*STITCH,-25.000000,-9.200000,-2.600000,0.200000,2.607681,175.601303,-175.601303
*STITCH,-22.400000,-9.200000,2.600000,0.000000,2.600000,0.000000,171.253845
*STITCH,-25.000000,-8.800000,-2.600000,0.400000,2.630589,171.253845,-173.456436
*STITCH,-22.400000,-8.900000,2.600000,-0.100000,2.601922,-2.202598,171.317062
*STITCH,-25.000000,-8.400000,-2.600000,0.500000,2.647640,169.114471,-173.513184
*STITCH,-22.400000,-8.600000,2.600000,-0.200000,2.607681,-4.398705,173.513184
*STITCH,-25.000000,-8.100000,-2.600000,0.500000,2.647640,169.114471,-173.513184
*STITCH,-22.400000,-8.300000,2.600000,-0.200000,2.607681,-4.398705,171.404099
*STITCH,-25.000000,-7.700000,-2.600000,0.600000,2.668333,167.005386,-173.587326
*STITCH,-22.400000,-8.000000,2.600000,-0.300000,2.617250,-6.581944,170.939697
*STITCH,-24.900000,-7.300000,-2.500000,0.700000,2.596151,164.357758,-173.103912
*STITCH,-22.300000,-7.700000,2.600000,-0.400000,2.630589,-8.746162,171.643433
*STITCH,-24.900000,-6.900000,-2.600000,0.800000,2.720294,162.897263,-173.782791
*STITCH,-22.300000,-7.400000,2.600000,-0.500000,2.647640,-10.885527,173.140854
*STITCH,-24.800000,-6.600000,-2.500000,0.800000,2.624881,162.255325,-173.140854
*STITCH,-22.200000,-7.100000,2.600000,-0.500000,2.647640,-10.885527,171.086655
*STITCH,-24.700000,-6.200000,-2.500000,0.900000,2.657066,160.201126,-173.195740
*STITCH,-22.100000,-6.800000,2.600000,-0.600000,2.668333,-12.994617,171.193222
