"#CSV Embroidery File"
"#Created in Embird 2022 Build 10.66 (32-bit) on 19.02.2022 at 10:09:10
"#© 1997-2022 BALARAD, s.r.o.
"#https://www.embird.net
"#embird@embird.net
"#Notes: Can be read by Excel as CSV (Comma Separated Value) or text editor."
"#Lines beginning with # are comments."
"#Lines beginning with > are variables: >VARIABLE, VALUE"
"#Lines beginning with $ are colors: $Number, RED, GREEN, BLUE, Description, Catalog number"
"#Lines beginning with * are stitchlist entries: *STITCH, x, y, rel x, rel y, l, a, da"
"#  *STITCH means needle goes in, *JUMP means needle move only, *COLOR means stop for color change"
"#  x and y are absolute locations in mm; rel x, rel y are relative locations;"
"#  If absolute values are blank, relative values are used, otherwise relatives are ignored on read."
"#  (This is useful if editing by hand, move a piece of pattern by move first stitch and delete absolute values for the rest.)"
"#  l is stitch length, a is angle into node, da is angle out - angle in;"
"#  -999 means not-applicable.  These three parameters are ignored during read."
#
#>VAR_NAME,VAR_VALUE
">design_name","geometric_object"
">file_name","C:\users\rob\My Documents\embroidermodder\samples\geometric_objects.csv"
">AX","+    0"
">AY","+    0"
">MX","+    0"
">MY","+    0"
">PD","******"
">Stitch_Count","8304"
">Color_Count","3"
">Extents","-41.100000,41.200000,-42.400000,42.400000"
#
#$COLOR,RED,GREEN,BLUE,DESCRIPTION,CATALOG_NUMBER
$0,0,0,200,"Purple","Brother Embroidery 614"
$1,255,243,128,"Cream Yellow","Brother Embroidery 812"
$2,255,0,255,"Lilac","Brother Embroidery 612"
$3,130,202,255,"Light Blue","Brother Embroidery 017"
#
*STITCH,5.300000,19.400000,0.300000,0.400000,0.500000,53.130100,22.833660
*STITCH,5.400000,19.800000,0.100000,0.400000,0.412311,75.963760,-1.909157
*STITCH,5.600000,20.500000,0.200000,0.700000,0.728011,74.054604,-29.054604
*STITCH,6.100000,21.000000,0.500000,0.500000,0.707107,45.000000,0.000000
*STITCH,6.600000,21.500000,0.500000,0.500000,0.707107,45.000000,-8.972622
*STITCH,7.700000,22.300000,1.100000,0.800000,1.360147,36.027378,-9.462326
*STITCH,8.100000,22.500000,0.400000,0.200000,0.447214,26.565052,29.744877
*STITCH,8.500000,23.100000,0.400000,0.600000,0.721110,56.309929,-29.744877
*STITCH,8.900000,23.300000,0.400000,0.200000,0.447214,26.565052,18.434944
*STITCH,9.300000,23.700000,0.400000,0.400000,0.565685,44.999996,-10.007977
*STITCH,10.300000,24.400000,1.000000,0.700000,1.220656,34.992020,10.007980
*STITCH,10.800000,24.900000,0.500000,0.500000,0.707107,45.000000,-29.054604
*STITCH,11.500000,25.100000,0.700000,0.200000,0.728011,15.945395,40.364532
*STITCH,11.700000,25.400000,0.200000,0.300000,0.360555,56.309929,-39.610680
*STITCH,12.700000,25.700000,1.000000,0.300000,1.044031,16.699247,9.865805
*STITCH,13.100000,25.900000,0.400000,0.200000,0.447214,26.565052,29.744877
*STITCH,13.300000,26.200000,0.200000,0.300000,0.360555,56.309929,-39.610680
*STITCH,14.300000,26.500000,1.000000,0.300000,1.044031,16.699247,16.990816
*STITCH,14.600000,26.700000,0.300000,0.200000,0.360555,33.690063,22.619865
*STITCH,14.800000,27.000000,0.200000,0.300000,0.360555,56.309929,-47.563766
*STITCH,16.100000,27.200000,1.300000,0.200000,1.315295,8.746163,0.716169
*STITCH,16.700000,27.300000,0.600000,0.100000,0.608276,9.462333,0.842512
*STITCH,17.800000,27.500000,1.100000,0.200000,1.118034,10.304845,46.005085
*STITCH,18.000000,27.800000,0.200000,0.300000,0.360555,56.309929,-54.264553
*STITCH,20.800000,27.900000,2.800000,0.100000,2.801785,2.045376,-2.045376
*STITCH,23.800000,27.900000,3.000000,0.000000,3.000000,0.000000,1.909184
*STITCH,26.800000,28.000000,3.000000,0.100000,3.001666,1.909184,-11.371507
*STITCH,27.400000,27.900000,0.600000,-0.100000,0.608276,-9.462322,-4.573921
*STITCH,28.200000,27.700000,0.800000,-0.200000,0.824621,-14.036243,4.573921
*STITCH,28.800000,27.600000,0.600000,-0.100000,0.608276,-9.462322,-8.972626
*STITCH,29.400000,27.400000,0.600000,-0.200000,0.632456,-18.434948,-37.874985
*STITCH,29.600000,27.100000,0.200000,-0.300000,0.360555,-56.309933,46.847610
*STITCH,30.800000,26.900000,1.200000,-0.200000,1.216553,-9.462322,-27.407574
*STITCH,32.000000,26.000000,1.200000,-0.900000,1.500000,-36.869896,10.304846
*STITCH,32.400000,25.800000,0.400000,-0.200000,0.447214,-26.565050,-29.744883
*STITCH,32.600000,25.500000,0.200000,-0.300000,0.360555,-56.309933,14.676392
*STITCH,33.500000,24.700000,0.900000,-0.800000,1.204159,-41.633541,-3.366459
*STITCH,33.900000,24.300000,0.400000,-0.400000,0.565685,-45.000000,0.000000
*STITCH,34.300000,23.900000,0.400000,-0.400000,0.565685,-45.000000,-6.340191
*STITCH,34.700000,23.400000,0.400000,-0.500000,0.640312,-51.340191,35.394794
*STITCH,35.400000,23.200000,0.700000,-0.200000,0.728011,-15.945395,-40.364536
*STITCH,35.600000,22.900000,0.200000,-0.300000,0.360555,-56.309933,0.000000
*STITCH,35.800000,22.600000,0.200000,-0.300000,0.360555,-56.309933,-15.255116
*STITCH,36.000000,22.000000,0.200000,-0.600000,0.632456,-71.565048,15.255116
*STITCH,36.200000,21.700000,0.200000,-0.300000,0.360555,-56.309933,16.504360
*STITCH,36.800000,21.200000,0.600000,-0.500000,0.781025,-39.805573,-5.194427
*STITCH,37.200000,20.800000,0.400000,-0.400000,0.565685,-45.000000,-11.309933
*STITCH,37.400000,20.500000,0.200000,-0.300000,0.360555,-56.309933,0.000000
*STITCH,37.600000,20.200000,0.200000,-0.300000,0.360555,-56.309933,46.847610
*STITCH,38.800000,20.000000,1.200000,-0.200000,1.216553,-9.462322,99.462326
*STITCH,38.800000,25.900000,0.000000,5.900000,5.900000,90.000000,0.000000
*STITCH,38.800000,31.800000,0.000000,5.900000,5.900000,90.000000,-1.877876
*STITCH,39.000000,37.900000,0.200000,6.100000,6.103278,88.122124,1.877876
*STITCH,39.000000,40.900000,0.000000,3.000000,3.000000,90.000000,18.434952
*STITCH,38.900000,41.200000,-0.100000,0.300000,0.316228,108.434952,61.260208
*STITCH,37.800000,41.400000,-1.100000,0.200000,1.118034,169.695160,-79.695160
*STITCH,37.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,36.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,36.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,34.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,34.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,33.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,33.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,31.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,31.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,29.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,29.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,28.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,28.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,26.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,26.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,25.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,25.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,23.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,23.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,21.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,21.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,20.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,20.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,18.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,18.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,17.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,17.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,15.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,15.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,13.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,13.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,12.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,12.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,10.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,10.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,9.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,9.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,7.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,7.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,5.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,5.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,4.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,4.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,2.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,2.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,1.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,1.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-0.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-0.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-2.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-2.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-3.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-3.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-5.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-5.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-7.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-7.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-8.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-8.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-10.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-10.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-11.800000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-11.800000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-13.400000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-13.400000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-15.000000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-15.000000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-16.600000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-16.600000,42.300000,0.000000,0.900000,0.900000,90.000000,-240.642242
*STITCH,-18.200000,41.400000,-1.600000,-0.900000,1.835756,-150.642242,240.642242
*STITCH,-18.200000,42.300000,0.000000,0.900000,0.900000,90.000000,-180.000000
*STITCH,-18.200000,41.400000,0.000000,-0.900000,0.900000,-90.000000,-0.954758
*STITCH,-18.300000,35.400000,-0.100000,-6.000000,6.000833,-90.954758,0.000000
*STITCH,-18.400000,29.400000,-0.100000,-6.000000,6.000833,-90.954758,0.000000
*STITCH,-18.500000,23.400000,-0.100000,-6.000000,6.000833,-90.954758,0.954758
*STITCH,-18.500000,20.400000,0.000000,-3.000000,3.000000,-90.000000,14.036240
*STITCH,-18.400000,20.000000,0.100000,-0.400000,0.412311,-75.963760,-2.726311
*STITCH,-18.200000,19.000000,0.200000,-1.000000,1.019804,-78.690071,168.690063
*STITCH,-18.200000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-16.600000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-16.600000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-15.000000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-15.000000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-13.400000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-13.400000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-11.800000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-11.800000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-10.200000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-10.200000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-8.600000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-8.600000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-7.000000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-7.000000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-5.400000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-5.400000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-3.800000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-3.800000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-2.200000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-2.200000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,-0.600000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,-0.600000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,1.000000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,1.000000,19.800000,0.000000,0.800000,0.800000,90.000000,-116.565048
*STITCH,2.600000,19.000000,1.600000,-0.800000,1.788854,-26.565050,116.565048
*STITCH,2.600000,19.800000,0.000000,0.800000,0.800000,90.000000,-85.914413
*STITCH,5.400000,20.000000,2.800000,0.200000,2.807134,4.085589,64.113007
*STITCH,5.600000,20.500000,0.200000,0.500000,0.538516,68.198593,-23.198593
*STITCH,6.100000,21.000000,0.500000,0.500000,0.707107,45.000000,0.000000
*STITCH,6.600000,21.500000,0.500000,0.500000,0.707107,45.000000,-8.972622
*STITCH,7.700000,22.300000,1.100000,0.800000,1.360147,36.027378,-9.462326
*STITCH,8.100000,22.500000,0.400000,0.200000,0.447214,26.565052,29.744877
*STITCH,8.500000,23.100000,0.400000,0.600000,0.721110,56.309929,-29.744877
*STITCH,8.900000,23.300000,0.400000,0.200000,0.447214,26.565052,18.434944
*STITCH,9.300000,23.700000,0.400000,0.400000,0.565685,44.999996,-10.007977
*STITCH,10.300000,24.400000,1.000000,0.700000,1.220656,34.992020,10.007980
*STITCH,10.800000,24.900000,0.500000,0.500000,0.707107,45.000000,-29.054604
*STITCH,11.500000,25.100000,0.700000,0.200000,0.728011,15.945395,40.364532
*STITCH,11.700000,25.400000,0.200000,0.300000,0.360555,56.309929,-39.610680
*STITCH,12.700000,25.700000,1.000000,0.300000,1.044031,16.699247,9.865805
*STITCH,13.100000,25.900000,0.400000,0.200000,0.447214,26.565052,29.744877
*STITCH,13.300000,26.200000,0.200000,0.300000,0.360555,56.309929,-39.610680
*STITCH,14.300000,26.500000,1.000000,0.300000,1.044031,16.699247,16.990816
*STITCH,14.600000,26.700000,0.300000,0.200000,0.360555,33.690063,22.619865
*STITCH,14.800000,27.000000,0.200000,0.300000,0.360555,56.309929,-47.563766
*STITCH,16.100000,27.200000,1.300000,0.200000,1.315295,8.746163,0.716169
*STITCH,16.700000,27.300000,0.600000,0.100000,0.608276,9.462333,0.842512
*STITCH,17.800000,27.500000,1.100000,0.200000,1.118034,10.304845,46.005085
*STITCH,18.000000,27.800000,0.200000,0.300000,0.360555,56.309929,-54.264553
*STITCH,20.800000,27.900000,2.800000,0.100000,2.801785,2.045376,-2.045376
*STITCH,23.800000,27.900000,3.000000,0.000000,3.000000,0.000000,1.909184
*STITCH,26.800000,28.000000,3.000000,0.100000,3.001666,1.909184,-11.371507
*STITCH,27.400000,27.900000,0.600000,-0.100000,0.608276,-9.462322,-4.573921
*STITCH,28.200000,27.700000,0.800000,-0.200000,0.824621,-14.036243,4.573921
*STITCH,28.800000,27.600000,0.600000,-0.100000,0.608276,-9.462322,-8.972626
*STITCH,29.400000,27.400000,0.600000,-0.200000,0.632456,-18.434948,-37.874985
*STITCH,29.600000,27.100000,0.200000,-0.300000,0.360555,-56.309933,46.847610
*STITCH,30.800000,26.900000,1.200000,-0.200000,1.216553,-9.462322,-27.407574
*STITCH,32.000000,26.000000,1.200000,-0.900000,1.500000,-36.869896,10.304846
*STITCH,32.400000,25.800000,0.400000,-0.200000,0.447214,-26.565050,-29.744883
*STITCH,32.600000,25.500000,0.200000,-0.300000,0.360555,-56.309933,14.676392
*STITCH,33.500000,24.700000,0.900000,-0.800000,1.204159,-41.633541,-3.366459
*STITCH,33.900000,24.300000,0.400000,-0.400000,0.565685,-45.000000,0.000000
*STITCH,34.300000,23.900000,0.400000,-0.400000,0.565685,-45.000000,-6.340191
*STITCH,34.700000,23.400000,0.400000,-0.500000,0.640312,-51.340191,35.394794
*STITCH,35.400000,23.200000,0.700000,-0.200000,0.728011,-15.945395,-40.364536
*STITCH,35.600000,22.900000,0.200000,-0.300000,0.360555,-56.309933,0.000000
*STITCH,35.800000,22.600000,0.200000,-0.300000,0.360555,-56.309933,-15.255116
*STITCH,36.000000,22.000000,0.200000,-0.600000,0.632456,-71.565048,15.255116
*STITCH,36.200000,21.700000,0.200000,-0.300000,0.360555,-56.309933,16.504360
*STITCH,36.800000,21.200000,0.600000,-0.500000,0.781025,-39.805573,-5.194427
*STITCH,37.200000,20.800000,0.400000,-0.400000,0.565685,-45.000000,-11.309933
*STITCH,37.400000,20.500000,0.200000,-0.300000,0.360555,-56.309933,0.000000
*STITCH,37.600000,20.200000,0.200000,-0.300000,0.360555,-56.309933,45.000000
*STITCH,38.600000,20.000000,1.000000,-0.200000,1.019804,-11.309933,-75.323593
*STITCH,38.700000,18.300000,0.100000,-1.700000,1.702939,-86.633530,-1.457283
*STITCH,38.800000,15.300000,0.100000,-3.000000,3.001666,-88.090813,199.128326
*STITCH,37.800000,17.900000,-1.000000,2.600000,2.785678,111.037514,-21.037514
*STITCH,37.800000,20.000000,0.000000,2.100000,2.100000,90.000000,90.000000
*STITCH,36.200000,20.000000,-1.600000,0.000000,1.600000,180.000000,-90.000000
*STITCH,36.200000,21.600000,0.000000,1.600000,1.600000,90.000000,79.380356
*STITCH,34.600000,21.900000,-1.600000,0.300000,1.627882,169.380356,-79.380356
*STITCH,34.600000,23.500000,0.000000,1.600000,1.600000,90.000000,90.000000
*STITCH,33.000000,23.500000,-1.600000,0.000000,1.600000,180.000000,-90.000000
*STITCH,33.000000,24.800000,0.000000,1.300000,1.300000,90.000000,90.000000
*STITCH,31.400000,24.800000,-1.600000,0.000000,1.600000,180.000000,-90.000000
*STITCH,31.400000,26.100000,0.000000,1.300000,1.300000,90.000000,-259.380341
*STITCH,29.800000,25.800000,-1.600000,-0.300000,1.627882,-169.380341,259.380341
*STITCH,29.800000,26.900000,0.000000,1.100000,1.100000,90.000000,-259.380341
*STITCH,28.200000,26.600000,-1.600000,-0.300000,1.627882,-169.380341,259.380341
*STITCH,28.200000,27.500000,0.000000,0.900000,0.900000,90.000000,-259.380341
*STITCH,26.600000,27.200000,-1.600000,-0.300000,1.627882,-169.380341,259.380341
*STITCH,26.600000,28.000000,0.000000,0.800000,0.800000,90.000000,-259.380341
*STITCH,25.000000,27.700000,-1.600000,-0.300000,1.627882,-169.380341,259.380341
*STITCH,25.000000,28.500000,0.000000,0.800000,0.800000,90.000000,-252.645966
*STITCH,23.400000,28.000000,-1.600000,-0.500000,1.676305,-162.645966,252.645966
*STITCH,23.400000,28.800000,0.000000,0.800000,0.800000,90.000000,-249.443954
*STITCH,21.800000,28.200000,-1.600000,-0.600000,1.708801,-159.443954,249.443954
*STITCH,21.800000,29.000000,0.000000,0.800000,0.800000,90.000000,-237.994614
*STITCH,20.200000,28.000000,-1.600000,-1.000000,1.886796,-147.994614,237.994614
*STITCH,20.200000,28.800000,0.000000,0.800000,0.800000,90.000000,-243.434952
*STITCH,18.600000,28.000000,-1.600000,-0.800000,1.788854,-153.434952,243.434952
*STITCH,18.600000,28.800000,0.000000,0.800000,0.800000,90.000000,-235.491486
*STITCH,17.000000,27.700000,-1.600000,-1.100000,1.941649,-145.491486,235.491486
*STITCH,17.000000,28.500000,0.000000,0.800000,0.800000,90.000000,-235.491486
*STITCH,15.400000,27.400000,-1.600000,-1.100000,1.941649,-145.491486,235.491486
*STITCH,15.400000,28.200000,0.000000,0.800000,0.800000,90.000000,-221.633530
*STITCH,13.800000,26.400000,-1.600000,-1.800000,2.408319,-131.633530,221.633530
*STITCH,13.800000,27.700000,0.000000,1.300000,1.300000,90.000000,-217.303955
*STITCH,12.200000,25.600000,-1.600000,-2.100000,2.640076,-127.303947,217.303955
*STITCH,12.200000,26.900000,0.000000,1.300000,1.300000,90.000000,-217.303955
*STITCH,10.600000,24.800000,-1.600000,-2.100000,2.640076,-127.303947,217.303955
*STITCH,10.600000,26.100000,0.000000,1.300000,1.300000,90.000000,-211.607513
*STITCH,9.000000,23.500000,-1.600000,-2.600000,3.052868,-121.607506,211.607513
*STITCH,9.000000,25.100000,0.000000,1.600000,1.600000,90.000000,-210.650665
*STITCH,7.400000,22.400000,-1.600000,-2.700000,3.138471,-120.650673,210.650665
*STITCH,7.400000,23.500000,0.000000,1.100000,1.100000,90.000000,-210.650665
*STITCH,5.800000,20.800000,-1.600000,-2.700000,3.138471,-120.650673,210.650665
*STITCH,5.800000,22.400000,0.000000,1.600000,1.600000,90.000000,-199.290054
*STITCH,5.100000,20.400000,-0.700000,-2.000000,2.118962,-109.290054,1.471161
*STITCH,4.200000,17.600000,-0.900000,-2.800000,2.941088,-107.818893,197.818893
*STITCH,4.200000,20.300000,0.000000,2.700000,2.700000,90.000000,-191.309921
*STITCH,3.900000,18.800000,-0.300000,-1.500000,1.529706,-101.309921,-1.824097
*STITCH,3.200000,15.800000,-0.700000,-3.000000,3.080584,-103.134018,1.444649
*STITCH,2.600000,12.900000,-0.600000,-2.900000,2.961419,-101.689369,191.689362
*STITCH,2.600000,13.900000,0.000000,1.000000,1.000000,90.000000,0.000000
*STITCH,2.600000,16.900000,0.000000,3.000000,3.000000,90.000000,-206.565048
*STITCH,2.400000,16.500000,-0.200000,-0.400000,0.447214,-116.565048,4.763641
*STITCH,2.200000,16.000000,-0.200000,-0.500000,0.538516,-111.801407,-11.888664
*STITCH,2.000000,15.700000,-0.200000,-0.300000,0.360555,-123.690071,31.715111
*STITCH,1.900000,12.800000,-0.100000,-2.900000,2.901724,-91.974960,0.065773
*STITCH,1.800000,9.800000,-0.100000,-3.000000,3.001666,-91.909187,15.945427
*STITCH,1.900000,9.400000,0.100000,-0.400000,0.412311,-75.963760,-9.799843
*STITCH,2.100000,6.700000,0.200000,-2.700000,2.707397,-85.763603,52.073536
*STITCH,2.400000,6.500000,0.300000,-0.200000,0.360555,-33.690067,-52.943462
*STITCH,2.500000,4.800000,0.100000,-1.700000,1.702939,-86.633530,-1.457283
*STITCH,2.600000,1.800000,0.100000,-3.000000,3.001666,-88.090813,178.090820
