"Catalog Code","Name","Color"
"?", 0xFFFFA1E6, 189
"?", 0xFFFFB8ED, 1895
"?", 0xFFFF73C7, 190
"?", 0xFFFF96E8, 1905
"?", 0xFFFF3D9E, 191
"?", 0xFFFF4ACC, 1915
"?", 0xFFFF0052, 192
"?", 0xFFFF0073, 1925
"?", 0xFFDE004B, 193
"?", 0xFFF20068, 1935
"?", 0xFFAB003E, 194
"?", 0xFFCF005B, 1945
"?", 0xFF73002E, 195
"?", 0xFFA10040, 1955
"?", 0xFFFFBFF5, 196
"?", 0xFFFF8CE6, 197
"?", 0xFFFF38AB, 198
"?", 0xFFFF0061, 199
"?", 0xFFE00053, 200
"?", 0xFFB50043, 201
"?", 0xFF910039, 202
"?", 0xFFFFA8F7, 203
"?", 0xFFFF6BF7, 204
"?", 0xFFFF29E8, 205
"?", 0xFFF70099, 206
"?", 0xFFCF0076, 207
"?", 0xFFA10067, 208
"?", 0xFF78004F, 209
"?", 0xFFFF9CF0, 210
"?", 0xFFFF73EB, 211
"?", 0xFFFF47E3, 212
"?", 0xFFFF0DBA, 213
"?", 0xFFEB009B, 214
"?", 0xFFBA0079, 215
"?", 0xFF82074E, 216
"?", 0xFFFFB8FF, 217
"?", 0xFFFA63FF, 218
"?", 0xFFFC1FFF, 219
"?", 0xFFD400B8, 220
"?", 0xFFB30098, 221
"?", 0xFF69005E, 222
"?", 0xFFFF8AFF, 223
"?", 0xFFFC5EFF, 224
"?", 0xFFFC2BFF, 225
"?", 0xFFFF00FF, 226
"?", 0xFFCF00C0, 227
"?", 0xFF960090, 228
"?", 0xFF660057, 229
"?", 0xFFFFA8FF, 230
"?", 0xFFFC7AFF, 231
"?", 0xFFF754FF, 232
"?", 0xFFE300FF, 233
"?", 0xFFB100BD, 234
"?", 0xFF910099, 235
"?", 0xFFFCB3FF, 236
"?", 0xFFFABAFF, 2365
"?", 0xFFF782FF, 237
"?", 0xFFE66EFF, 2375
"?", 0xFFF05EFF, 238
"?", 0xFFCF36FF, 2385
"?", 0xFFE336FF, 239
"?", 0xFFBA0DFF, 2395
"?", 0xFFD10FFF, 240
"?", 0xFFA800FF, 2405
"?", 0xFFB600FA, 241
"?", 0xFF9D00EB, 2415
"?", 0xFF750082, 242
"?", 0xFF7700BD, 2425
"?", 0xFFF2B5FF, 243
"?", 0xFFE89EFF, 244
"?", 0xFFDB78FF, 245
"?", 0xFFB51AFF, 246
"?", 0xFFA300FF, 247
"?", 0xFF9600FA, 248
"?", 0xFF6E00B8, 249
"?", 0xFFF2D1FF, 250
"?", 0xFFDE9CFF, 251
"?", 0xFFC270FF, 252
"?", 0xFF910DFF, 253
"?", 0xFF8000FF, 254
"?", 0xFF5E00BF, 255
"?", 0xFFEDCCFF, 256
"?", 0xFFCFA6FF, 2562
"?", 0xFFC7ABFF, 2563
"?", 0xFFB5A3FF, 2567
"?", 0xFFDBA8FF, 257
"?", 0xFFB387FF, 2572
"?", 0xFFB391FF, 2573
"?", 0xFF998CFF, 2577
"?", 0xFF913DFF, 258
"?", 0xFF8A47FF, 2582
"?", 0xFF8A5EFF, 2583
"?", 0xFF6957FF, 2587
"?", 0xFF5F00D9, 259
"?", 0xFF661AFF, 2592
"?", 0xFF631CFF, 2593
"?", 0xFF2600FF, 2597
"?", 0xFF5B00BD, 260
"?", 0xFF5C00F7, 2602
"?", 0xFF4D00FA, 2603
"?", 0xFF2D00ED, 2607
"?", 0xFF500099, 261
"?", 0xFF4F00DB, 2612
"?", 0xFF5000D9, 2613
"?", 0xFF2E00D9, 2617
"?", 0xFF3F0073, 262
"?", 0xFF3C008F, 2622
"?", 0xFF4700AD, 2623
"?", 0xFF2800B0, 2627
"?", 0xFFE6DBFF, 263
"?", 0xFFB8BAFF, 2635
"?", 0xFFBDB8FF, 264
"?", 0xFF99A3FF, 2645
"?", 0xFF7570FF, 265
"?", 0xFF7582FF, 2655
"?", 0xFF361AFF, 266
"?", 0xFF6166FF, 2665
"?", 0xFF1C00FF, 267
"?", 0xFF2800E0, 268
"?", 0xFF0900E6, 2685
"?", 0xFF2600AB, 269
"?", 0xFF0C0082, 2695
"?", 0xFFB0BAFF, 270
"?", 0xFF99B3FF, 2705
"?", 0xFFCFE8FF, 2706
"?", 0xFFD4F0FF, 2707
"?", 0xFFBDE6FF, 2708
"?", 0xFF91A1FF, 271
"?", 0xFF6E8CFF, 2715
"?", 0xFF8CB5FF, 2716
"?", 0xFFB5E0FF, 2717
"?", 0xFF5496FF, 2718
"?", 0xFF6B85FF, 272
"?", 0xFF3B52FF, 2725
"?", 0xFF3657FF, 2726
"?", 0xFF4A94FF, 2727
"?", 0xFF0A4FFF, 2728
"?", 0xFF0009EB, 273
"?", 0xFF000DFF, 2735
"?", 0xFF0017FF, 2736
"?", 0xFF0020FA, 2738
"?", 0xFF0000B8, 274
"?", 0xFF000BD9, 2745
"?", 0xFF0012E6, 2746
"?", 0xFF001ED9, 2747
"?", 0xFF001AD9, 2748
"?", 0xFF030091, 275
"?", 0xFF0005B3, 2755
"?", 0xFF000BB5, 2756
"?", 0xFF0020B3, 2757
"?", 0xFF0026BD, 2758
"?", 0xFF020073, 276
"?", 0xFF00048C, 2765
"?", 0xFF000887, 2766
"?", 0xFF001A75, 2767
"?", 0xFF001F8F, 2768
"?", 0xFFBAEDFF, 277
"?", 0xFF9CDBFF, 278
"?", 0xFF52A8FF, 279
"?", 0xFF003BD1, 280
"?", 0xFF0031AD, 281
"?", 0xFF002675, 282
"?", 0xFFA6E8FF, 283
"?", 0xFF73CFFF, 284
"?", 0xFF1C91FF, 285
"?", 0xFF0055FA, 286
"?", 0xFF0048E0, 287
"?", 0xFF0041C4, 288
"?", 0xFF00246B, 289
"?", 0xFFBFFAFF, 290
"?", 0xFF96FAFF, 2905
"?", 0xFFABF7FF, 291
"?", 0xFF69EDFF, 2915
"?", 0xFF82E3FF, 292
"?", 0xFF26C2FF, 2925
"?", 0xFF006BFA, 293
"?", 0xFF008AFF, 2935
"?", 0xFF0055C9, 294
"?", 0xFF0079DB, 2945
"?", 0xFF0045A1, 295
"?", 0xFF0058A1, 2955
"?", 0xFF00294D, 296
"?", 0xFF00395C, 2965
"?", 0xFF82FCFF, 297
"?", 0xFFB3FFF2, 2975
"?", 0xFF4FEDFF, 298
"?", 0xFF69FFF0, 2985
"?", 0xFF26CFFF, 299
"?", 0xFF1AE3FF, 2995
"?", 0xFF008FFF, 300
"?", 0xFF00A0FA, 3005
"?", 0xFF0073D1, 301
"?", 0xFF0089CC, 3015
"?", 0xFF006080, 302
"?", 0xFF00687D, 3025
"?", 0xFF003B42, 303
"?", 0xFF004744, 3035
"?", 0xFFB3FFEB, 304
"?", 0xFF7DFFE8, 305
"?", 0xFF40FFED, 306
"?", 0xFF009CBA, 307
"?", 0xFF008087, 308
"?", 0xFF004741, 309
"?", 0xFF91FFE6, 310
"?", 0xFF91FFE0, 3105
"?", 0xFF5EFFE0, 311
"?", 0xFF5EFFD1, 3115
"?", 0xFF0AFFE3, 312
"?", 0xFF2BFFC9, 3125
"?", 0xFF00DECC, 313
"?", 0xFF00E8C3, 3135
"?", 0xFF00B3A2, 314
"?", 0xFF00C49F, 3145
"?", 0xFF009180, 315
"?", 0xFF009E78, 3155
"?", 0xFF00523C, 316
"?", 0xFF005940, 3165
"?", 0xFFD1FFEB, 317
"?", 0xFF9EFFD9, 318
"?", 0xFF7AFFCF, 319
"?", 0xFF00EDA4, 320
"?", 0xFF00C487, 321
"?", 0xFF00A66F, 322
"?", 0xFF008754, 323
"?", 0xFFB8FFE0, 324
"?", 0xFFA1FFD1, 3242
"?", 0xFFA8FFCF, 3245
"?", 0xFF91FFC2, 3248
"?", 0xFF70FFBD, 325
"?", 0xFF87FFC2, 3252
"?", 0xFF82FFB8, 3255
"?", 0xFF69FFAB, 3258
"?", 0xFF21FF9E, 326
"?", 0xFF4AFFAB, 3262
"?", 0xFF4FFFA1, 3265
"?", 0xFF1AFF82, 3268
"?", 0xFF00D477, 327
"?", 0xFF00FF8F, 3272
"?", 0xFF0DFF87, 3275
"?", 0xFF00F26D, 3278
"?", 0xFF00AD5F, 328
"?", 0xFF00D975, 3282
"?", 0xFF00ED77, 3285
"?", 0xFF00CC5E, 3288
"?", 0xFF008A4A, 329
"?", 0xFF008A46, 3292
"?", 0xFF00C95F, 3295
"?", 0xFF009440, 3298
"?", 0xFF006635, 330
"?", 0xFF004F24, 3302
"?", 0xFF006327, 3305
"?", 0xFF00471D, 3308
"?", 0xFFC2FFD6, 331
"?", 0xFFB3FFCC, 332
"?", 0xFF91FFBA, 333
"?", 0xFF00F763, 334
"?", 0xFF00B33E, 335
"?", 0xFF00872D, 336
"?", 0xFFB0FFCC, 337
"?", 0xFFA6FFBF, 3375
"?", 0xFF87FFAD, 338
"?", 0xFF8CFFAB, 3385
"?", 0xFF29FF70, 339
"?", 0xFF63FF8C, 3395
"?", 0xFF00E84F, 340
"?", 0xFF26FF59, 3405
"?", 0xFF00B53C, 341
"?", 0xFF00C72E, 3415
"?", 0xFF00912A, 342
"?", 0xFF009421, 3425
"?", 0xFF02631C, 343
"?", 0xFF005710, 3435
"?", 0xFFBAFFC4, 344
"?", 0xFF9EFFAD, 345
"?", 0xFF73FF87, 346
"?", 0xFF00F723, 347
"?", 0xFF00C21D, 348
"?", 0xFF00940D, 349
"?", 0xFF0D4000, 350
"?", 0xFFD4FFD6, 351
"?", 0xFFBAFFBF, 352
"?", 0xFF9EFFA3, 353
"?", 0xFF33FF1A, 354
"?", 0xFF0FFF00, 355
"?", 0xFF09BA00, 356
"?", 0xFF167000, 357
"?", 0xFFBAFF9E, 358
"?", 0xFFA3FF82, 359
"?", 0xFF6BFF33, 360
"?", 0xFF4FFF00, 361
"?", 0xFF46E800, 362
"?", 0xFF3EC200, 363
"?", 0xFF349400, 364
"?", 0xFFE0FFB5, 365
"?", 0xFFCCFF8F, 366
"?", 0xFFADFF69, 367
"?", 0xFF6EFF00, 368
"?", 0xFF61ED00, 369
"?", 0xFF52BA00, 370
"?", 0xFF407000, 371
"?", 0xFFE6FFAB, 372
"?", 0xFFD6FF8A, 373
"?", 0xFFC2FF6E, 374
"?", 0xFF96FF38, 375
"?", 0xFF74F200, 376
"?", 0xFF6BC200, 377
"?", 0xFF436600, 378
"?", 0xFFE8FF6B, 379
"?", 0xFFDEFF47, 380
"?", 0xFFCCFF17, 381
"?", 0xFFB5FF00, 382
"?", 0xFFA5CF00, 383
"?", 0xFF90B000, 384
"?", 0xFF686B00, 385
"?", 0xFFF0FF70, 386
"?", 0xFFE6FF42, 387
"?", 0xFFDBFF36, 388
"?", 0xFFCCFF26, 389
"?", 0xFFB7EB00, 390
"?", 0xFF95AB00, 391
"?", 0xFF798200, 392
"?", 0xFFF7FF73, 393
"?", 0xFFFCFF52, 3935
"?", 0xFFF0FF3D, 394
"?", 0xFFF7FF26, 3945
"?", 0xFFEBFF26, 395
"?", 0xFFF0FF00, 3955
"?", 0xFFE3FF0F, 396
"?", 0xFFEBFF00, 3965
"?", 0xFFCCE300, 397
"?", 0xFFB5B500, 3975
"?", 0xFFABB800, 398
"?", 0xFF969200, 3985
"?", 0xFF919100, 399
"?", 0xFF5C5900, 3995
"?", 0xFFD6D0C9, 400
"?", 0xFFC4BBAF, 401
"?", 0xFFB0A597, 402
"?", 0xFF918779, 403
"?", 0xFF706758, 404
"?", 0xFF474030, 405
"?", 0xFFD6CBC9, 406
"?", 0xFFBDAEAC, 407
"?", 0xFFA89796, 408
"?", 0xFF8C7A77, 409
"?", 0xFF705C59, 410
"?", 0xFF47342E, 411
"?", 0xFF050402, 412
"?", 0xFFCCCCBA, 413
"?", 0xFFB3B3A1, 414
"?", 0xFF969684, 415
"?", 0xFF80806B, 416
"?", 0xFF585943, 417
"?", 0xFF3E402C, 418
"?", 0xFF000000, 419
"?", 0xFFD9D9D9, 420
"?", 0xFFBDBDBD, 421
"?", 0xFFABABAB, 422
"?", 0xFF8F8F8F, 423
"?", 0xFF636363, 424
"?", 0xFF3B3B3B, 425
"?", 0xFF000000, 426 /* TODO: duplicate case value */
"?", 0xFFE3E3E3, 427
"?", 0xFFCDD1D1, 428
"?", 0xFFA8ADAD, 429
"?", 0xFF858C8C, 430
"?", 0xFF525B5C, 431
"?", 0xFF2D393B, 432
"?", 0xFF090C0D, 433
"?", 0xFFEDE6E8, 434
"?", 0xFFDED6DB, 435
"?", 0xFFC2BFBF, 436
"?", 0xFF8A8C8A, 437
"?", 0xFF394500, 438
"?", 0xFF293300, 439
"?", 0xFF202700, 440
"?", 0xFFDAE8D8, 441
"?", 0xFFBECFBC, 442
"?", 0xFF9DB39D, 443
"?", 0xFF7E947E, 444
"?", 0xFF475947, 445
"?", 0xFF324031, 446
"?", 0xFF272E20, 447
"?", 0xFF2D3E00, 448
"?", 0xFF4F3A00, 4485
"?", 0xFF3D5200, 449
"?", 0xFF8A6E07, 4495
"?", 0xFF506700, 450
"?", 0xFFA38B24, 4505
"?", 0xFFABB573, 451
"?", 0xFFC2B061, 4515
"?", 0xFFC2CF9C, 452
"?", 0xFFD4C581, 4525
"?", 0xFFDBE3BF, 453
"?", 0xFFE3DA9F, 4535
"?", 0xFFE8EDD6, 454
"?", 0xFFF0E9C2, 4545
"?", 0xFF594A00, 455
"?", 0xFF917C00, 456
"?", 0xFFB89C00, 457
"?", 0xFFE6E645, 458
"?", 0xFFF0ED73, 459
"?", 0xFFF5F28F, 460
"?", 0xFFF7F7A6, 461
"?", 0xFF402600, 462
"?", 0xFF361500, 4625
"?", 0xFF6B3D00, 463
"?", 0xFF8F4A06, 4635
"?", 0xFF955300, 464
"?", 0xFFB8743B, 4645
"?", 0xFFCCAD6B, 465
"?", 0xFFD19B73, 4655
"?", 0xFFE0C791, 466
"?", 0xFFE6BC9C, 4665
"?", 0xFFE8D9A8, 467
"?", 0xFFF0D5BD, 4675
"?", 0xFFF0E8C4, 468
"?", 0xFFF5E4D3, 4685
"?", 0xFF4A1A00, 469
"?", 0xFF420D00, 4695
"?", 0xFFAB4800, 470
"?", 0xFF823126, 4705
"?", 0xFFD15600, 471
"?", 0xFFA8625D, 4715
"?", 0xFFFFA87A, 472
"?", 0xFFBF827C, 4725
"?", 0xFFFFC4A3, 473
"?", 0xFFD9A9A7, 4735
"?", 0xFFFFD9BD, 474
"?", 0xFFE6BEBC, 4745
"?", 0xFFFFE3CC, 475
"?", 0xFFF0D8D3, 4755
"?", 0xFF381C00, 476
"?", 0xFF4F1800, 477
"?", 0xFF6B1200, 478
"?", 0xFFB08573, 479
"?", 0xFFD9B5B0, 480
"?", 0xFFE8CFC9, 481
"?", 0xFFF2E0DE, 482
"?", 0xFF660700, 483
"?", 0xFFB50900, 484
"?", 0xFFFF0D00, 485
"?", 0xFFFF8796, 486
"?", 0xFFFFA6B8, 487
"?", 0xFFFFBDCF, 488
"?", 0xFFFFD9E3, 489
"?", 0xFF471300, 490
"?", 0xFF7A1A00, 491
"?", 0xFF942200, 492
"?", 0xFFF283BB, 493
"?", 0xFFFFABDE, 494
"?", 0xFFFFC2E3, 495
"?", 0xFFFFD6E8, 496
"?", 0xFF381100, 497
"?", 0xFF330E00, 4975
"?", 0xFF662500, 498
"?", 0xFF853241, 4985
"?", 0xFF853100, 499
"?", 0xFFA85868, 4995
"?", 0xFFE38DB3, 500
"?", 0xFFC47A8F, 5005
"?", 0xFFF7B5D7, 501
"?", 0xFFE3AAC1, 5015
"?", 0xFFFCCFE3, 502
"?", 0xFFEDC2D1, 5025
"?", 0xFFFFE3EB, 503
"?", 0xFFF7DFE1, 5035
"?", 0xFF320000, 504
"?", 0xFF600000, 505
"?", 0xFF770000, 506
"?", 0xFFDE82C4, 507
"?", 0xFFF2A3E3, 508
"?", 0xFFFFC2ED, 509
"?", 0xFFFFD4F0, 510
"?", 0xFF3D0066, 511
"?", 0xFF2B0041, 5115
"?", 0xFF6100CE, 512
"?", 0xFF592482, 5125
"?", 0xFF8A1FFF, 513
"?", 0xFF8257B8, 5135
"?", 0xFFD980FF, 514
"?", 0xFFB38CE0, 5145
"?", 0xFFED9EFF, 515
"?", 0xFFD4B3EB, 5155
"?", 0xFFF7BAFF, 516
"?", 0xFFE8CFF2, 5165
"?", 0xFFFFD1FF, 517
"?", 0xFFF2E0F7, 5175
"?", 0xFF2E005C, 518
"?", 0xFF1C0022, 5185
"?", 0xFF44009D, 519
"?", 0xFF3D0C4E, 5195
"?", 0xFF5C00E0, 520
"?", 0xFF7A5E85, 5205
"?", 0xFFBA87FF, 521
"?", 0xFFB59EC2, 5215
"?", 0xFFD4A1FF, 522
"?", 0xFFD4BAD9, 5225
"?", 0xFFE6BDFF, 523
"?", 0xFFE6D4E6, 5235
"?", 0xFFF0D9FF, 524
"?", 0xFFF0E6ED, 5245
"?", 0xFF270085, 525
"?", 0xFF0D0B4D, 5255
"?", 0xFF3B00ED, 526
"?", 0xFF20258A, 5265
"?", 0xFF4500FF, 527
"?", 0xFF3848A8, 5275
"?", 0xFF9673FF, 528
"?", 0xFF7280C4, 5285
"?", 0xFFBD99FF, 529
"?", 0xFFA8B3E6, 5295
"?", 0xFFD1B0FF, 530
"?", 0xFFC7CEED, 5305
"?", 0xFFE6CCFF, 531
"?", 0xFFE4E4F2, 5315
"?", 0xFF00193F, 532
"?", 0xFF00227B, 533
"?", 0xFF002CAA, 534
"?", 0xFF94B3ED, 535
"?", 0xFFB0C7F2, 536
"?", 0xFFC7DBF7, 537
"?", 0xFFDEE8FA, 538
"?", 0xFF00274D, 539
"?", 0xFF00223D, 5395
"?", 0xFF003473, 540
"?", 0xFF3A728A, 5405
"?", 0xFF00449E, 541
"?", 0xFF5A8A96, 5415
"?", 0xFF5EC1F7, 542
"?", 0xFF79A6AD, 5425
"?", 0xFF96E3FF, 543
"?", 0xFFB8CDD4, 5435
"?", 0xFFB3F0FF, 544
"?", 0xFFCCDCDE, 5445
"?", 0xFFC7F7FF, 545
"?", 0xFFDAE8E8, 5455
"?", 0xFF02272B, 546
"?", 0xFF002B24, 5463
"?", 0xFF000D09, 5467
"?", 0xFF003440, 547
"?", 0xFF167A58, 5473
"?", 0xFF1D4230, 5477
"?", 0xFF00465C, 548
"?", 0xFF43B08B, 5483
"?", 0xFF48705D, 5487
"?", 0xFF56ADBA, 549
"?", 0xFF73C9AD, 5493
"?", 0xFF829E90, 5497
"?", 0xFF7BC1C9, 550
"?", 0xFF9CDBC5, 5503
"?", 0xFFA1B5A8, 5507
"?", 0xFFA2D7DE, 551
"?", 0xFFC7F2E1, 5513
"?", 0xFFBED1C5, 5517
"?", 0xFFC5E8E8, 552
"?", 0xFFDCF7EB, 5523
"?", 0xFFD5E3DA, 5527
"?", 0xFF143319, 553
"?", 0xFF102E14, 5535
"?", 0xFF115422, 554
"?", 0xFF327A3D, 5545
"?", 0xFF187031, 555
"?", 0xFF5A9E68, 5555
"?", 0xFF66BA80, 556
"?", 0xFF84BD8F, 5565
"?", 0xFF98D9AD, 557
"?", 0xFFA9D4B2, 5575
"?", 0xFFBAE8CA, 558
"?", 0xFFCAE6CC, 5585
"?", 0xFFCEF0D8, 559
"?", 0xFFDDEDDA, 5595
"?", 0xFF0D4018, 560
"?", 0xFF050F07, 5605
"?", 0xFF127A38, 561
"?", 0xFF2E522B, 5615
"?", 0xFF1AB058, 562
"?", 0xFF5A7D57, 5625
"?", 0xFF79FCAC, 563
"?", 0xFF89A386, 5635
"?", 0xFFA1FFCC, 564
"?", 0xFFAEBFA6, 5645
"?", 0xFFC4FFDE, 565
"?", 0xFFC5D1BE, 5655
"?", 0xFFDBFFE8, 566
"?", 0xFFDAE6D5, 5665
"?", 0xFF0E4D1C, 567
"?", 0xFF14A346, 568
"?", 0xFF04D45B, 569
"?", 0xFF85FFB5, 570
"?", 0xFFADFFCF, 571
"?", 0xFFC4FFDB, 572
"?", 0xFFDBFFE8, 573 /* TODO: duplicate case value */
"?", 0xFF314A0E, 574
"?", 0xFF1F2E07, 5743
"?", 0xFF243600, 5747
"?", 0xFF3E7800, 575
"?", 0xFF3F5410, 5753
"?", 0xFF547306, 5757
"?", 0xFF4F9C00, 576
"?", 0xFF5C6E1D, 5763
"?", 0xFF849C32, 5767
"?", 0xFFAEE67C, 577
"?", 0xFF909E5A, 5773
"?", 0xFFA5B85E, 5777
"?", 0xFFC0F090, 578
"?", 0xFFAFBA86, 5783
"?", 0xFFCEDE99, 5787
"?", 0xFFCDF7A3, 579
"?", 0xFFC9D1A5, 5793
"?", 0xFFDCE8B0, 5797
"?", 0xFFDCFAB9, 580
"?", 0xFFDEE3C8, 5803
"?", 0xFFE9F0CE, 5807
"?", 0xFF464700, 581
"?", 0xFF363605, 5815
"?", 0xFF788A00, 582
"?", 0xFF69660E, 5825
"?", 0xFFA3D400, 583
"?", 0xFF999632, 5835
"?", 0xFFD3F032, 584
"?", 0xFFB3B15F, 5845
"?", 0xFFDEFA55, 585
"?", 0xFFD1D190, 5855
"?", 0xFFE8FF78, 586
"?", 0xFFDEDEA6, 5865
"?", 0xFFF2FF99, 587
"?", 0xFFEBEBC0, 5875
"?", 0xFFFFFFB5, 600
"?", 0xFFFFFF99, 601
"?", 0xFFFFFF7D, 602 /* TODO: duplicate case value */
"?", 0xFFFCFC4E, 603
"?", 0xFFF7F71E, 604
"?", 0xFFEDE800, 605
"?", 0xFFE0D700, 606
"?", 0xFFFCFCCF, 607
"?", 0xFFFAFAAA, 608
"?", 0xFFF5F584, 609
"?", 0xFFF0F065, 610
"?", 0xFFE3E112, 611
"?", 0xFFCCC800, 612
"?", 0xFFB3AB00, 613
"?", 0xFFF5F5C4, 614
"?", 0xFFF0EDAF, 615
"?", 0xFFE8E397, 616
"?", 0xFFD4CF6E, 617
"?", 0xFFB3AD17, 618
"?", 0xFF918C00, 619
"?", 0xFF787200, 620
"?", 0xFFD9FAE1, 621
"?", 0xFFBAF5C6, 622
"?", 0xFF9CE6AE, 623
"?", 0xFF72CC85, 624
"?", 0xFF4BAB60, 625
"?", 0xFF175E22, 626
"?", 0xFF04290A, 627
"?", 0xFFCFFFF0, 628
"?", 0xFFA8FFE8, 629
"?", 0xFF87FFE3, 630
"?", 0xFF52FADC, 631
"?", 0xFF13F2CE, 632
"?", 0xFF00BFAC, 633
"?", 0xFF00998B, 634
"?", 0xFFADFFEB, 635
"?", 0xFF8CFFE8, 636
"?", 0xFF73FFE8, 637
"?", 0xFF2BFFE6, 638
"?", 0xFF00F2E6, 639
"?", 0xFF00C7C7, 640
"?", 0xFF00ABB3, 641
"?", 0xFFD2F0FA, 642
"?", 0xFFB8E4F5, 643
"?", 0xFF8BCCF0, 644
"?", 0xFF64A7E8, 645
"?", 0xFF4696E3, 646
"?", 0xFF0056C4, 647
"?", 0xFF002D75, 648
"?", 0xFFD9EDFC, 649
"?", 0xFFBEE3FA, 650
"?", 0xFF95C5F0, 651
"?", 0xFF5C97E6, 652
"?", 0xFF004ECC, 653
"?", 0xFF00399E, 654
"?", 0xFF002B7A, 655
"?", 0xFFDBF5FF, 656
"?", 0xFFC2EBFF, 657
"?", 0xFF96CCFF, 658
"?", 0xFF5CA6FF, 659
"?", 0xFF1A6EFF, 660
"?", 0xFF0048E8, 661
"?", 0xFF003BD1, 662 /* TODO: duplicate case value */
